N,Z,D to use,,,,,,,,,,,,,,,,,,,
113,83,-18009,,,,,,,,,,,,,,,,,,,
112,84,-13474.5,,,,,,,,,,,,,,,,,,,
111,85,-3923.38,,,,,,,,,,,,,,,,,,,
110,86,1970.318,,,,,,,,,,,,,,,,,,,
120,77,-28267.8,,,,,,,,,,,,,,,,,,,
119,78,-30422.4,,,,,,,,,,,,,,,,,,,
118,79,-31141.1,,,,,,,,,,,,,,,,,,,
117,80,-30541,,,,,,,,,,,,,,,,,,,
116,81,-28341.2,,,,,,,,,,,,,,,,,,,
115,82,-24748.7,,,,,,,,,,,,,,,,,,,
114,83,-19687.6,,,,,,,,,,,,,,,,,,,
113,84,-13358,,,,,,,,,,,,,,,,,,,
112,85,-6344.21,,,,,,,,,,,,,,,,,,,
111,86,1475.814,,,,,,,,,,,,,,,,,,,
121,77,-25821,,,,,,,,,,,,,,,,,,,
120,78,-29907.7,,,,,,,,,,,,,,,,,,,
119,79,-29582.1,,,,,,,,,,,,,,,,,,,
118,80,-30954.4,,,,,,,,,,,,,,,,,,,
117,81,-27494.4,,,,,,,,,,,,,,,,,,,
116,82,-26050.2,,,,,,,,,,,,,,,,,,,
115,83,-19369.5,,,,,,,,,,,,,,,,,,,
114,84,-15473.4,,,,,,,,,,,,,,,,,,,
113,85,-6672.1,,,,,,,,,,,,,,,,,,,
112,86,-1230.82,,,,,,,,,,,,,,,,,,,
122,77,-24400.9,,,,,,,,,,,,,,,,,,,
121,78,-27392.4,,,,,,,,,,,,,,,,,,,
120,79,-29095,,,,,,,,,,,,,,,,,,,
119,80,-29547.1,,,,,,,,,,,,,,,,,,,
118,81,-28059.4,,,,,,,,,,,,,,,,,,,
117,82,-25228,,,,,,,,,,,,,,,,,,,
116,83,-20798.4,,,,,,,,,,,,,,,,,,,
115,84,-15215,,,,,,,,,,,,,,,,,,,
114,85,-8819.15,,,,,,,,,,,,,,,,,,,
113,86,-1518.06,,,,,,,,,,,,,,,,,,,
112,87,6760.921,,,,,,,,,,,,,,,,,,,
122,78,-26602.8,,,,,,,,,,,,,,,,,,,
121,79,-27268.9,,,,,,,,,,,,,,,,,,,
120,80,-29504.1,,,,,,,,,,,,,,,,,,,
119,81,-27048.1,,,,,,,,,,,,,,,,,,,
118,82,-26243.3,,,,,,,,,,,,,,,,,,,
117,83,-20370.1,,,,,,,,,,,,,,,,,,,
116,84,-16954.5,,,,,,,,,,,,,,,,,,,
115,85,-8987.74,,,,,,,,,,,,,,,,,,,
114,86,-4006.08,,,,,,,,,,,,,,,,,,,
113,87,6122.235,,,,,,,,,,,,,,,,,,,
123,78,-23741.1,,,,,,,,,,,,,,,,,,,
122,79,-26401.1,,,,,,,,,,,,,,,,,,,
121,80,-27663.3,,,,,,,,,,,,,,,,,,,
120,81,-27182,,,,,,,,,,,,,,,,,,,
119,82,-25257.9,,,,,,,,,,,,,,,,,,,
118,83,-21415.9,,,,,,,,,,,,,,,,,,,
117,84,-16524.9,,,,,,,,,,,,,,,,,,,
116,85,-10789.5,,,,,,,,,,,,,,,,,,,
115,86,-4072.18,,,,,,,,,,,,,,,,,,,
114,87,3596.375,,,,,,,,,,,,,,,,,,,
124,78,-22598,,,,,,,,,,,,,,,,,,,
123,79,-24399.7,,,,,,,,,,,,,,,,,,,
122,80,-27345.9,,,,,,,,,,,,,,,,,,,
121,81,-25983.3,,,,,,,,,,,,,,,,,,,
120,82,-25933.6,,,,,,,,,,,,,,,,,,,
119,83,-20732.9,,,,,,,,,,,,,,,,,,,
118,84,-17924.2,,,,,,,,,,,,,,,,,,,
117,85,-10590.9,,,,,,,,,,,,,,,,,,,
116,86,-6275.02,,,,,,,,,,,,,,,,,,,
115,87,3141.787,,,,,,,,,,,,,,,,,,,
114,88,9213.115,,,,,,,,,,,,,,,,,,,
124,79,-23143.4,,,,,,,,,,,,,,,,,,,
123,80,-25269.1,,,,,,,,,,,,,,,,,,,
122,81,-25761.2,,,,,,,,,,,,,,,,,,,
121,82,-24786.6,,,,,,,,,,,,,,,,,,,
120,83,-21539.9,,,,,,,,,,,,,,,,,,,
119,84,-17307.1,,,,,,,,,,,,,,,,,,,
118,85,-12163.5,,,,,,,,,,,,,,,,,,,
117,86,-6160.26,,,,,,,,,,,,,,,,,,,
116,87,861.303,,,,,,,,,,,,,,,,,,,
115,88,8636.458,,,,,,,,,,,,,,,,,,,
125,79,-20750,,,,,,,,,,,,,,,,,,,
124,80,-24690.2,,,,,,,,,,,,,,,,,,,
123,81,-24346,,,,,,,,,,,,,,,,,,,
122,82,-25109.7,,,,,,,,,,,,,,,,,,,
121,83,-20667.3,,,,,,,,,,,,,,,,,,,
120,84,-18333.6,,,,,,,,,,,,,,,,,,,
119,85,-11875.3,,,,,,,,,,,,,,,,,,,
118,86,-7984.08,,,,,,,,,,,,,,,,,,,
117,87,608.456,,,,,,,,,,,,,,,,,,,
116,88,6054.402,,,,,,,,,,,,,,,,,,,
126,79,-18751,,,,,,,,,,,,,,,,,,,
125,80,-22287.5,,,,,,,,,,,,,,,,,,,
124,81,-23820.6,,,,,,,,,,,,,,,,,,,
123,82,-23770.1,,,,,,,,,,,,,,,,,,,
122,83,-21061.7,,,,,,,,,,,,,,,,,,,
121,84,-17509,,,,,,,,,,,,,,,,,,,
120,85,-12971.5,,,,,,,,,,,,,,,,,,,
119,86,-7713.89,,,,,,,,,,,,,,,,,,,
118,87,-1309.72,,,,,,,,,,,,,,,,,,,
117,88,5839.136,,,,,,,,,,,,,,,,,,,
126,80,-20945.5,,,,,,,,,,,,,,,,,,,
125,81,-22253.1,,,,,,,,,,,,,,,,,,,
124,82,-23785.4,,,,,,,,,,,,,,,,,,,
123,83,-20027.9,,,,,,,,,,,,,,,,,,,
122,84,-18181.7,,,,,,,,,,,,,,,,,,,
121,85,-12419.6,,,,,,,,,,,,,,,,,,,
120,86,-9115.5,,,,,,,,,,,,,,,,,,,
119,87,-1242.55,,,,,,,,,,,,,,,,,,,
118,88,3565.079,,,,,,,,,,,,,,,,,,,
117,89,13511.3,,,,,,,,,,,,,,,,,,,
127,80,-16218.7,,,,,,,,,,,,,,,,,,,
126,81,-21033.7,,,,,,,,,,,,,,,,,,,
125,82,-22451.9,,,,,,,,,,,,,,,,,,,
124,83,-20054.4,,,,,,,,,,,,,,,,,,,
123,84,-17145.8,,,,,,,,,,,,,,,,,,,
122,85,-13242.6,,,,,,,,,,,,,,,,,,,
121,86,-8631.01,,,,,,,,,,,,,,,,,,,
120,87,-2841.6,,,,,,,,,,,,,,,,,,,
119,88,3537.912,,,,,,,,,,,,,,,,,,,
118,89,11131.12,,,,,,,,,,,,,,,,,,,
128,80,-13097,,,,,,,,,,,,,,,,,,,
127,81,-16749.5,,,,,,,,,,,,,,,,,,,
126,82,-21748.5,,,,,,,,,,,,,,,,,,,
125,83,-18870,,,,,,,,,,,,,,,,,,,
124,84,-17469.5,,,,,,,,,,,,,,,,,,,
123,85,-12491.4,,,,,,,,,,,,,,,,,,,
122,86,-9647.98,,,,,,,,,,,,,,,,,,,
121,87,-2665.21,,,,,,,,,,,,,,,,,,,
120,88,1713.894,,,,,,,,,,,,,,,,,,,
119,89,10760.2,,,,,,,,,,,,,,,,,,,
129,80,-8346.01,,,,,,,,,,,,,,,,,,,
128,81,-13638,,,,,,,,,,,,,,,,,,,
127,82,-17614.4,,,,,,,,,,,,,,,,,,,
126,83,-18258.5,,,,,,,,,,,,,,,,,,,
125,84,-16365.9,,,,,,,,,,,,,,,,,,,
124,85,-12879.6,,,,,,,,,,,,,,,,,,,
123,86,-8928.61,,,,,,,,,,,,,,,,,,,
122,87,-3769.24,,,,,,,,,,,,,,,,,,,
121,88,1854.952,,,,,,,,,,,,,,,,,,,
120,89,8844.409,,,,,,,,,,,,,,,,,,,
119,90,16502.05,,,,,,,,,,,,,,,,,,,
130,80,-5114.01,,,,,,,,,,,,,,,,,,,
129,81,-9246.3,,,,,,,,,,,,,,,,,,,
128,82,-14728.3,,,,,,,,,,,,,,,,,,,
127,83,-14791.8,,,,,,,,,,,,,,,,,,,
126,84,-15953.1,,,,,,,,,,,,,,,,,,,
125,85,-11971.8,,,,,,,,,,,,,,,,,,,
124,86,-9597.91,,,,,,,,,,,,,,,,,,,
123,87,-3346.17,,,,,,,,,,,,,,,,,,,
122,88,461.069,,,,,,,,,,,,,,,,,,,
121,89,8789.565,,,,,,,,,,,,,,,,,,,
120,90,14042.59,,,,,,,,,,,,,,,,,,,
130,81,-6076.01,,,,,,,,,,,,,,,,,,,
129,82,-10491.5,,,,,,,,,,,,,,,,,,,
128,83,-11858.4,,,,,,,,,,,,,,,,,,,
127,84,-12432.5,,,,,,,,,,,,,,,,,,,
126,85,-11647.1,,,,,,,,,,,,,,,,,,,
125,86,-8755.56,,,,,,,,,,,,,,,,,,,
124,87,-4157.68,,,,,,,,,,,,,,,,,,,
123,88,836.47,,,,,,,,,,,,,,,,,,,
122,89,7204.953,,,,,,,,,,,,,,,,,,,
121,90,13905.73,,,,,,,,,,,,,,,,,,,
131,81,-1651.01,,,,,,,,,,,,,,,,,,,
130,82,-7547.39,,,,,,,,,,,,,,,,,,,
129,83,-8117.3,,,,,,,,,,,,,,,,,,,
128,84,-10369.4,,,,,,,,,,,,,,,,,,,
127,85,-8621.19,,,,,,,,,,,,,,,,,,,
126,86,-8659.61,,,,,,,,,,,,,,,,,,,
125,87,-3537.59,,,,,,,,,,,,,,,,,,,
124,88,-191.422,,,,,,,,,,,,,,,,,,,
123,89,7278.529,,,,,,,,,,,,,,,,,,,
122,90,12091.06,,,,,,,,,,,,,,,,,,,
121,91,21614.52,,,,,,,,,,,,,,,,,,,
131,82,-3184.31,,,,,,,,,,,,,,,,,,,
130,83,-5230.65,,,,,,,,,,,,,,,,,,,
129,84,-6653.4,,,,,,,,,,,,,,,,,,,
128,85,-6579.47,,,,,,,,,,,,,,,,,,,
127,86,-5698.26,,,,,,,,,,,,,,,,,,,
126,87,-3549.85,,,,,,,,,,,,,,,,,,,
125,88,357.656,,,,,,,,,,,,,,,,,,,
124,89,6154.98,,,,,,,,,,,,,,,,,,,
123,90,12118.87,,,,,,,,,,,,,,,,,,,
122,91,19663.22,,,,,,,,,,,,,,,,,,,
132,82,-181.261,,,,,,,,,,,,,,,,,,,
131,83,-1200.19,,,,,,,,,,,,,,,,,,,
130,84,-4469.91,,,,,,,,,,,,,,,,,,,
129,85,-3379.71,,,,,,,,,,,,,,,,,,,
128,86,-4319.75,,,,,,,,,,,,,,,,,,,
127,87,-958.372,,,,,,,,,,,,,,,,,,,
126,88,100.503,,,,,,,,,,,,,,,,,,,
125,89,6428.984,,,,,,,,,,,,,,,,,,,
124,90,10711.97,,,,,,,,,,,,,,,,,,,
123,91,19485.38,,,,,,,,,,,,,,,,,,,
133,82,4477.01,,,,,,,,,,,,,,,,,,,
132,83,1648.537,,,,,,,,,,,,,,,,,,,
131,84,-540.277,,,,,,,,,,,,,,,,,,,
130,85,-1255.12,,,,,,,,,,,,,,,,,,,
129,86,-1168.57,,,,,,,,,,,,,,,,,,,
128,87,318.103,,,,,,,,,,,,,,,,,,,
127,88,2533.509,,,,,,,,,,,,,,,,,,,
126,89,6011.514,,,,,,,,,,,,,,,,,,,
125,90,10926.73,,,,,,,,,,,,,,,,,,,
124,91,17871.52,,,,,,,,,,,,,,,,,,,
133,83,5873.948,,,,,,,,,,,,,,,,,,,
132,84,1783.844,,,,,,,,,,,,,,,,,,,
131,85,2257.25,,,,,,,,,,,,,,,,,,,
130,86,255.574,,,,,,,,,,,,,,,,,,,
129,87,2978.909,,,,,,,,,,,,,,,,,,,
128,88,3291.002,,,,,,,,,,,,,,,,,,,
127,89,8122.698,,,,,,,,,,,,,,,,,,,
126,90,10304.29,,,,,,,,,,,,,,,,,,,
125,91,17800.45,,,,,,,,,,,,,,,,,,,
134,83,8821.01,,,,,,,,,,,,,,,,,,,
133,84,5900.825,,,,,,,,,,,,,,,,,,,
132,85,4395.555,,,,,,,,,,,,,,,,,,,
131,86,3658.607,,,,,,,,,,,,,,,,,,,
130,87,4314.635,,,,,,,,,,,,,,,,,,,
129,88,5887.347,,,,,,,,,,,,,,,,,,,
128,89,8706.595,,,,,,,,,,,,,,,,,,,
127,90,12215.92,,,,,,,,,,,,,,,,,,,
126,91,17068.68,,,,,,,,,,,,,,,,,,,
125,92,22699.38,,,,,,,,,,,,,,,,,,,
135,83,13335.01,,,,,,,,,,,,,,,,,,,
134,84,8358.331,,,,,,,,,,,,,,,,,,,
133,85,8098.722,,,,,,,,,,,,,,,,,,,
132,86,5217.537,,,,,,,,,,,,,,,,,,,
131,87,7059.162,,,,,,,,,,,,,,,,,,,
130,88,6651.082,,,,,,,,,,,,,,,,,,,
129,89,10843.94,,,,,,,,,,,,,,,,,,,
128,90,12374.43,,,,,,,,,,,,,,,,,,,
127,91,18668.9,,,,,,,,,,,,,,,,,,,
126,92,21923.34,,,,,,,,,,,,,,,,,,,
135,84,12802.01,,,,,,,,,,,,,,,,,,,
134,85,10397.05,,,,,,,,,,,,,,,,,,,
133,86,8830.754,,,,,,,,,,,,,,,,,,,
132,87,8618.322,,,,,,,,,,,,,,,,,,,
131,88,9394.19,,,,,,,,,,,,,,,,,,,
130,89,11569.52,,,,,,,,,,,,,,,,,,,
129,90,14472.53,,,,,,,,,,,,,,,,,,,
128,91,18521.03,,,,,,,,,,,,,,,,,,,
127,92,23212.05,,,,,,,,,,,,,,,,,,,
136,84,15465.01,,,,,,,,,,,,,,,,,,,
135,85,14352.16,,,,,,,,,,,,,,,,,,,
134,86,10613.43,,,,,,,,,,,,,,,,,,,
133,87,11482.9,,,,,,,,,,,,,,,,,,,
132,88,10272.87,,,,,,,,,,,,,,,,,,,
131,89,13751.63,,,,,,,,,,,,,,,,,,,
130,90,14668.95,,,,,,,,,,,,,,,,,,,
129,91,20376.71,,,,,,,,,,,,,,,,,,,
128,92,23029.01,,,,,,,,,,,,,,,,,,,
136,85,16813.01,,,,,,,,,,,,,,,,,,,
135,86,14472.42,,,,,,,,,,,,,,,,,,,
134,87,13278.23,,,,,,,,,,,,,,,,,,,
133,88,12963.92,,,,,,,,,,,,,,,,,,,
132,89,14523.16,,,,,,,,,,,,,,,,,,,
131,90,16937.98,,,,,,,,,,,,,,,,,,,
130,91,20379.21,,,,,,,,,,,,,,,,,,,
129,92,24591.01,,,,,,,,,,,,,,,,,,,
137,85,20800.01,,,,,,,,,,,,,,,,,,,
136,86,16373.56,,,,,,,,,,,,,,,,,,,
135,87,16349.33,,,,,,,,,,,,,,,,,,,
134,88,14321.28,,,,,,,,,,,,,,,,,,,
133,89,16621.44,,,,,,,,,,,,,,,,,,,
132,90,17202.95,,,,,,,,,,,,,,,,,,,
131,91,22116.01,,,,,,,,,,,,,,,,,,,
130,92,24299.01,,,,,,,,,,,,,,,,,,,
138,85,23464.01,,,,,,,,,,,,,,,,,,,
137,86,20297.01,,,,,,,,,,,,,,,,,,,
136,87,18383.83,,,,,,,,,,,,,,,,,,,
135,88,17234.66,,,,,,,,,,,,,,,,,,,
134,89,17826.44,,,,,,,,,,,,,,,,,,,
133,90,19385.74,,,,,,,,,,,,,,,,,,,
132,91,22320.71,,,,,,,,,,,,,,,,,,,
131,92,25838.34,,,,,,,,,,,,,,,,,,,
138,86,22440.01,,,,,,,,,,,,,,,,,,,
137,87,21657.19,,,,,,,,,,,,,,,,,,,
136,88,18827.19,,,,,,,,,,,,,,,,,,,
135,89,20234.72,,,,,,,,,,,,,,,,,,,
134,90,19996.29,,,,,,,,,,,,,,,,,,,
133,91,23870.22,,,,,,,,,,,,,,,,,,,
132,92,25713.69,,,,,,,,,,,,,,,,,,,
139,86,26492.01,,,,,,,,,,,,,,,,,,,
138,87,23814.03,,,,,,,,,,,,,,,,,,,
137,88,21994.03,,,,,,,,,,,,,,,,,,,
136,89,21638.22,,,,,,,,,,,,,,,,,,,
135,90,22310.23,,,,,,,,,,,,,,,,,,,
134,91,24340.57,,,,,,,,,,,,,,,,,,,
133,92,27377.28,,,,,,,,,,,,,,,,,,,
132,93,31590.63,,,,,,,,,,,,,,,,,,,
140,86,28774.01,,,,,,,,,,,,,,,,,,,
139,87,27373.1,,,,,,,,,,,,,,,,,,,
138,88,23669.1,,,,,,,,,,,,,,,,,,,
137,89,24310.21,,,,,,,,,,,,,,,,,,,
136,90,23197.06,,,,,,,,,,,,,,,,,,,
135,91,26033.17,,,,,,,,,,,,,,,,,,,
134,92,27328.83,,,,,,,,,,,,,,,,,,,
133,93,32738.01,,,,,,,,,,,,,,,,,,,
141,86,32981.01,,,,,,,,,,,,,,,,,,,
140,87,29654.99,,,,,,,,,,,,,,,,,,,
139,88,27178.99,,,,,,,,,,,,,,,,,,,
138,89,25850.94,,,,,,,,,,,,,,,,,,,
137,90,25806.18,,,,,,,,,,,,,,,,,,,
136,91,26831.75,,,,,,,,,,,,,,,,,,,
135,92,29021.97,,,,,,,,,,,,,,,,,,,
134,93,32562.04,,,,,,,,,,,,,,,,,,,
142,86,35384.01,,,,,,,,,,,,,,,,,,,
141,87,33282.01,,,,,,,,,,,,,,,,,,,
140,88,28941.79,,,,,,,,,,,,,,,,,,,
139,89,28895.98,,,,,,,,,,,,,,,,,,,
138,90,26772.19,,,,,,,,,,,,,,,,,,,
137,91,28924.17,,,,,,,,,,,,,,,,,,,
136,92,29224.7,,,,,,,,,,,,,,,,,,,
135,93,33701.01,,,,,,,,,,,,,,,,,,,
134,94,36088.25,,,,,,,,,,,,,,,,,,,
142,87,35816.16,,,,,,,,,,,,,,,,,,,
141,88,32562.77,,,,,,,,,,,,,,,,,,,
140,89,30753.5,,,,,,,,,,,,,,,,,,,
139,90,29586.51,,,,,,,,,,,,,,,,,,,
138,91,29897.97,,,,,,,,,,,,,,,,,,,
137,92,31210.58,,,,,,,,,,,,,,,,,,,
136,93,33779.52,,,,,,,,,,,,,,,,,,,
135,94,37399.68,,,,,,,,,,,,,,,,,,,
143,87,39598.01,,,,,,,,,,,,,,,,,,,
142,88,34517.81,,,,,,,,,,,,,,,,,,,
141,89,33807.81,,,,,,,,,,,,,,,,,,,
140,90,30863.98,,,,,,,,,,,,,,,,,,,
139,91,32174.51,,,,,,,,,,,,,,,,,,,
138,92,31614.71,,,,,,,,,,,,,,,,,,,
137,93,35236.18,,,,,,,,,,,,,,,,,,,
136,94,36933.63,,,,,,,,,,,,,,,,,,,
144,87,42328.01,,,,,,,,,,,,,,,,,,,
143,88,38396.01,,,,,,,,,,,,,,,,,,,
142,89,35917.28,,,,,,,,,,,,,,,,,,,
141,90,33817.28,,,,,,,,,,,,,,,,,,,
140,91,33425.72,,,,,,,,,,,,,,,,,,,
139,92,33807.37,,,,,,,,,,,,,,,,,,,
138,93,35625.07,,,,,,,,,,,,,,,,,,,
137,94,38285.44,,,,,,,,,,,,,,,,,,,
136,95,42439.01,,,,,,,,,,,,,,,,,,,
145,87,46363.01,,,,,,,,,,,,,,,,,,,
144,88,40649.01,,,,,,,,,,,,,,,,,,,
143,89,39148.31,,,,,,,,,,,,,,,,,,,
142,90,35448.31,,,,,,,,,,,,,,,,,,,
141,91,35947.84,,,,,,,,,,,,,,,,,,,
140,92,34610.73,,,,,,,,,,,,,,,,,,,
139,93,37361.01,,,,,,,,,,,,,,,,,,,
138,94,38365.53,,,,,,,,,,,,,,,,,,,
137,95,43398.01,,,,,,,,,,,,,,,,,,,
145,88,44767.01,,,,,,,,,,,,,,,,,,,
144,89,41498.01,,,,,,,,,,,,,,,,,,,
143,90,38733.24,,,,,,,,,,,,,,,,,,,
142,91,37490.1,,,,,,,,,,,,,,,,,,,
141,92,36919.96,,,,,,,,,,,,,,,,,,,
140,93,37949.58,,,,,,,,,,,,,,,,,,,
139,94,40051.8,,,,,,,,,,,,,,,,,,,
138,95,43173.01,,,,,,,,,,,,,,,,,,,
137,96,47293.1,,,,,,,,,,,,,,,,,,,
146,88,47230.01,,,,,,,,,,,,,,,,,,,
145,89,45103.01,,,,,,,,,,,,,,,,,,,
144,90,40614.29,,,,,,,,,,,,,,,,,,,
143,91,40341.2,,,,,,,,,,,,,,,,,,,
142,92,38146.63,,,,,,,,,,,,,,,,,,,
141,93,39956.47,,,,,,,,,,,,,,,,,,,
140,94,40349.6,,,,,,,,,,,,,,,,,,,
139,95,44534.01,,,,,,,,,,,,,,,,,,,
138,96,46723.59,,,,,,,,,,,,,,,,,,,
146,89,47722.01,,,,,,,,,,,,,,,,,,,
145,90,44255.35,,,,,,,,,,,,,,,,,,,
144,91,42330.46,,,,,,,,,,,,,,,,,,,
143,92,40920.46,,,,,,,,,,,,,,,,,,,
142,93,41044.67,,,,,,,,,,,,,,,,,,,
141,94,42183.68,,,,,,,,,,,,,,,,,,,
140,95,44662.01,,,,,,,,,,,,,,,,,,,
139,96,47910.01,,,,,,,,,,,,,,,,,,,
138,97,52704.01,,,,,,,,,,,,,,,,,,,
147,89,51508.01,,,,,,,,,,,,,,,,,,,
146,90,46454.01,,,,,,,,,,,,,,,,,,,
145,91,45346.33,,,,,,,,,,,,,,,,,,,
144,92,42446.33,,,,,,,,,,,,,,,,,,,
143,93,43379.3,,,,,,,,,,,,,,,,,,,
142,94,42902.72,,,,,,,,,,,,,,,,,,,
141,95,46183.01,,,,,,,,,,,,,,,,,,,
140,96,47890.01,,,,,,,,,,,,,,,,,,,
139,97,53403.01,,,,,,,,,,,,,,,,,,,
147,90,50202.01,,,,,,,,,,,,,,,,,,,
146,91,47641.88,,,,,,,,,,,,,,,,,,,
145,92,45391.88,,,,,,,,,,,,,,,,,,,
144,93,44873.28,,,,,,,,,,,,,,,,,,,
143,94,45093.31,,,,,,,,,,,,,,,,,,,
142,95,46571.01,,,,,,,,,,,,,,,,,,,
141,96,49277.01,,,,,,,,,,,,,,,,,,,
140,97,53098.01,,,,,,,,,,,,,,,,,,,
139,98,57818.01,,,,,,,,,,,,,,,,,,,
148,90,52625.01,,,,,,,,,,,,,,,,,,,
147,91,50768.95,,,,,,,,,,,,,,,,,,,
146,92,47308.95,,,,,,,,,,,,,,,,,,,
145,93,47456.27,,,,,,,,,,,,,,,,,,,
144,94,46164.75,,,,,,,,,,,,,,,,,,,
143,95,48423.09,,,,,,,,,,,,,,,,,,,
142,96,49395.91,,,,,,,,,,,,,,,,,,,
141,97,54288.01,,,,,,,,,,,,,,,,,,,
140,98,57203.01,,,,,,,,,,,,,,,,,,,
148,91,53337.01,,,,,,,,,,,,,,,,,,,
147,92,50573.88,,,,,,,,,,,,,,,,,,,
146,93,49312.39,,,,,,,,,,,,,,,,,,,
145,94,48589.88,,,,,,,,,,,,,,,,,,,
144,95,49391.99,,,,,,,,,,,,,,,,,,,
143,96,51192.01,,,,,,,,,,,,,,,,,,,
142,97,54287.01,,,,,,,,,,,,,,,,,,,
141,98,58145.01,,,,,,,,,,,,,,,,,,,
149,91,56803.01,,,,,,,,,,,,,,,,,,,
148,92,52715.1,,,,,,,,,,,,,,,,,,,
147,93,52314.74,,,,,,,,,,,,,,,,,,,
146,94,50127,,,,,,,,,,,,,,,,,,,
145,95,51511.79,,,,,,,,,,,,,,,,,,,
144,96,51725.43,,,,,,,,,,,,,,,,,,,
143,97,55665.01,,,,,,,,,,,,,,,,,,,
142,98,58034.01,,,,,,,,,,,,,,,,,,,
141,99,64199.01,,,,,,,,,,,,,,,,,,,
149,92,56197.01,,,,,,,,,,,,,,,,,,,
148,93,54261.79,,,,,,,,,,,,,,,,,,,
147,94,52956.79,,,,,,,,,,,,,,,,,,,
146,95,52936.01,,,,,,,,,,,,,,,,,,,
145,96,53703.43,,,,,,,,,,,,,,,,,,,
144,97,56103.01,,,,,,,,,,,,,,,,,,,
143,98,59361.01,,,,,,,,,,,,,,,,,,,
142,99,63843.01,,,,,,,,,,,,,,,,,,,
150,92,58620.01,,,,,,,,,,,,,,,,,,,
149,93,57418.39,,,,,,,,,,,,,,,,,,,
148,94,54718.39,,,,,,,,,,,,,,,,,,,
147,95,55469.69,,,,,,,,,,,,,,,,,,,
146,96,54805.22,,,,,,,,,,,,,,,,,,,
145,97,57735.01,,,,,,,,,,,,,,,,,,,
144,98,59337.61,,,,,,,,,,,,,,,,,,,
143,99,64967.01,,,,,,,,,,,,,,,,,,,
142,100,68400.01,,,,,,,,,,,,,,,,,,,
150,93,59875.01,,,,,,,,,,,,,,,,,,,
149,94,57755.51,,,,,,,,,,,,,,,,,,,
148,95,57176.11,,,,,,,,,,,,,,,,,,,
147,96,57183.59,,,,,,,,,,,,,,,,,,,
146,97,58691.18,,,,,,,,,,,,,,,,,,,
145,98,60945.01,,,,,,,,,,,,,,,,,,,
144,99,64783.01,,,,,,,,,,,,,,,,,,,
143,100,69259.01,,,,,,,,,,,,,,,,,,,
151,93,63202.01,,,,,,,,,,,,,,,,,,,
150,94,59805.56,,,,,,,,,,,,,,,,,,,
149,95,59880.95,,,,,,,,,,,,,,,,,,,
148,96,58453.65,,,,,,,,,,,,,,,,,,,
147,97,60715.5,,,,,,,,,,,,,,,,,,,
146,98,61479.25,,,,,,,,,,,,,,,,,,,
145,99,66027.01,,,,,,,,,,,,,,,,,,,
144,100,69009.01,,,,,,,,,,,,,,,,,,,
151,94,63106.07,,,,,,,,,,,,,,,,,,,
150,95,61899.75,,,,,,,,,,,,,,,,,,,
149,96,61004.71,,,,,,,,,,,,,,,,,,,
148,97,61815.45,,,,,,,,,,,,,,,,,,,
147,98,63386.88,,,,,,,,,,,,,,,,,,,
146,99,66438.01,,,,,,,,,,,,,,,,,,,
145,100,70221.01,,,,,,,,,,,,,,,,,,,
144,101,75292.01,,,,,,,,,,,,,,,,,,,
152,94,65395.19,,,,,,,,,,,,,,,,,,,
151,95,64994.64,,,,,,,,,,,,,,,,,,,
150,96,62618.44,,,,,,,,,,,,,,,,,,,
149,97,63968.44,,,,,,,,,,,,,,,,,,,
148,98,64091.73,,,,,,,,,,,,,,,,,,,
147,99,67902.01,,,,,,,,,,,,,,,,,,,
146,100,70140.59,,,,,,,,,,,,,,,,,,,
145,101,76276.01,,,,,,,,,,,,,,,,,,,
153,94,68996.01,,,,,,,,,,,,,,,,,,,
152,95,67154.01,,,,,,,,,,,,,,,,,,,
151,96,65533.9,,,,,,,,,,,,,,,,,,,
150,97,65490.62,,,,,,,,,,,,,,,,,,,
149,98,66136.62,,,,,,,,,,,,,,,,,,,
148,99,68610.01,,,,,,,,,,,,,,,,,,,
147,100,71583.01,,,,,,,,,,,,,,,,,,,
146,101,76043.01,,,,,,,,,,,,,,,,,,,
153,95,70562.01,,,,,,,,,,,,,,,,,,,
152,96,67392.2,,,,,,,,,,,,,,,,,,,
151,97,68080.01,,,,,,,,,,,,,,,,,,,
150,98,67239.77,,,,,,,,,,,,,,,,,,,
149,99,70301.01,,,,,,,,,,,,,,,,,,,
148,100,71906.41,,,,,,,,,,,,,,,,,,,
147,101,77149.01,,,,,,,,,,,,,,,,,,,
146,102,80664.01,,,,,,,,,,,,,,,,,,,
154,95,73104.01,,,,,,,,,,,,,,,,,,,
153,96,70750.15,,,,,,,,,,,,,,,,,,,
152,97,69849.62,,,,,,,,,,,,,,,,,,,
151,98,69725.62,,,,,,,,,,,,,,,,,,,
150,99,71176.01,,,,,,,,,,,,,,,,,,,
149,100,73619.01,,,,,,,,,,,,,,,,,,,
148,101,77326.01,,,,,,,,,,,,,,,,,,,
147,102,81816.01,,,,,,,,,,,,,,,,,,,
154,96,72989.04,,,,,,,,,,,,,,,,,,,
153,97,72951.37,,,,,,,,,,,,,,,,,,,
152,98,71171.79,,,,,,,,,,,,,,,,,,,
151,99,73227.01,,,,,,,,,,,,,,,,,,,
150,100,74073.58,,,,,,,,,,,,,,,,,,,
149,101,78636.01,,,,,,,,,,,,,,,,,,,
148,102,81516.01,,,,,,,,,,,,,,,,,,,
